competen;codufmun;cnes;tp_leito;DS_TP_LEITO;co_leito;DS_CO_LEITO;qt_exist;qt_contr;qt_sus;qt_nsus
202506;420460;2758164;2;CLINICO;44;ONCOLOGIA;15;0;15;0
202506;210300;7891067;2;CLINICO;44;ONCOLOGIA;16;0;16;0
202506;310620;2695324;2;CLINICO;44;ONCOLOGIA;16;0;16;0
202506;316860;2184834;2;CLINICO;44;ONCOLOGIA;16;0;16;0
202506;317070;2761092;2;CLINICO;44;ONCOLOGIA;16;0;16;0
202506;500270;9776;2;CLINICO;44;ONCOLOGIA;16;0;16;0
202506;500370;6201059;2;CLINICO;44;ONCOLOGIA;16;0;16;0
202506;160030;2020645;2;CLINICO;44;ONCOLOGIA;17;0;17;0
202506;170210;2600536;2;CLINICO;44;ONCOLOGIA;17;0;17;0
202506;251080;2605473;2;CLINICO;44;ONCOLOGIA;17;0;17;0
202506;314800;9650105;2;CLINICO;44;ONCOLOGIA;17;0;17;0
202506;431690;2244306;2;CLINICO;44;ONCOLOGIA;17;0;17;0
202506;172100;2786117;2;CLINICO;44;ONCOLOGIA;18;0;18;0
202506;350950;2079798;2;CLINICO;44;ONCOLOGIA;18;0;18;0
202506;355030;2077477;2;CLINICO;44;ONCOLOGIA;18;0;18;0
202506;250400;2676060;2;CLINICO;44;ONCOLOGIA;19;0;19;0
202506;310560;2098938;2;CLINICO;44;ONCOLOGIA;19;0;19;0
202506;330455;2273454;2;CLINICO;44;ONCOLOGIA;19;0;19;0
202506;355030;2071371;2;CLINICO;44;ONCOLOGIA;19;0;19;0
202506;530010;10499;2;CLINICO;44;ONCOLOGIA;19;0;19;0
202506;150680;5585422;2;CLINICO;44;ONCOLOGIA;20;0;20;0
202506;230410;2481073;2;CLINICO;44;ONCOLOGIA;20;0;20;0
202506;250750;2399776;2;CLINICO;44;ONCOLOGIA;20;0;20;0
202506;291840;4028155;2;CLINICO;44;ONCOLOGIA;20;0;20;0
202506;292740;4278;2;CLINICO;44;ONCOLOGIA;20;0;20;0
202506;320530;11746;2;CLINICO;44;ONCOLOGIA;20;0;20;0
202506;500270;9725;2;CLINICO;44;ONCOLOGIA;20;0;20;0
202506;521150;2589265;2;CLINICO;44;ONCOLOGIA;20;0;20;0
202506;150140;2332981;2;CLINICO;44;ONCOLOGIA;21;0;21;0
202506;230190;2564211;2;CLINICO;44;ONCOLOGIA;21;0;21;0
202506;261160;477;2;CLINICO;44;ONCOLOGIA;21;0;21;0
202506;261110;9262407;2;CLINICO;44;ONCOLOGIA;22;0;22;0
202506;355030;2078287;2;CLINICO;44;ONCOLOGIA;22;0;22;0
202506;270030;2005417;2;CLINICO;44;ONCOLOGIA;23;0;23;0
202506;231290;3021114;2;CLINICO;44;ONCOLOGIA;24;0;24;0
202506;317020;2146355;2;CLINICO;44;ONCOLOGIA;24;0;24;0
202506;420540;19445;2;CLINICO;44;ONCOLOGIA;24;0;24;0
202506;221100;3285391;2;CLINICO;44;ONCOLOGIA;25;0;25;0
202506;354870;2025361;2;CLINICO;44;ONCOLOGIA;25;0;25;0
202506;355030;2078015;2;CLINICO;44;ONCOLOGIA;25;0;25;0
202506;292740;3816;2;CLINICO;44;ONCOLOGIA;26;0;26;0
202506;330455;2273462;2;CLINICO;44;ONCOLOGIA;26;0;26;0
202506;420420;2537788;2;CLINICO;44;ONCOLOGIA;26;0;26;0
202506;270430;2006197;2;CLINICO;44;ONCOLOGIA;28;0;28;0
202506;355030;2080125;2;CLINICO;44;ONCOLOGIA;28;0;28;0
202506;110004;7704364;2;CLINICO;44;ONCOLOGIA;29;0;29;0
202506;250400;2315793;2;CLINICO;44;ONCOLOGIA;32;0;32;0
202506;230440;2563681;2;CLINICO;44;ONCOLOGIA;34;0;34;0
202506;330340;4613988;2;CLINICO;44;ONCOLOGIA;34;0;34;0
202506;430510;2223538;2;CLINICO;44;ONCOLOGIA;35;0;35;0
202506;330455;2269821;2;CLINICO;44;ONCOLOGIA;37;0;37;0
202506;354340;2082187;2;CLINICO;44;ONCOLOGIA;37;0;37;0
202506;150240;220027;2;CLINICO;44;ONCOLOGIA;38;0;38;0
202506;280030;4966279;2;CLINICO;44;ONCOLOGIA;39;0;39;0
202506;420930;2504332;2;CLINICO;44;ONCOLOGIA;40;0;40;0
202506;211130;2646536;2;CLINICO;44;ONCOLOGIA;42;0;42;0
202506;280030;2816210;2;CLINICO;44;ONCOLOGIA;43;0;43;0
202506;292740;2802104;2;CLINICO;44;ONCOLOGIA;45;0;45;0
202506;310620;27014;2;CLINICO;44;ONCOLOGIA;48;0;48;0
202506;330455;2295067;2;CLINICO;44;ONCOLOGIA;49;0;49;0
202506;530010;10456;2;CLINICO;44;ONCOLOGIA;51;0;51;0
202506;261160;434;2;CLINICO;44;ONCOLOGIA;60;0;60;0
202506;270230;2010356;2;CLINICO;44;ONCOLOGIA;60;0;60;0
202506;320530;11738;2;CLINICO;44;ONCOLOGIA;65;0;65;0
202506;150140;2334321;2;CLINICO;44;ONCOLOGIA;73;0;73;0
202506;240810;2409194;2;CLINICO;44;ONCOLOGIA;74;0;74;0
202506;261160;582;2;CLINICO;44;ONCOLOGIA;77;0;77;0
202506;350550;2090236;2;CLINICO;44;ONCOLOGIA;88;0;88;0
202506;431490;2237571;2;CLINICO;44;ONCOLOGIA;92;0;92;0
202506;355030;7711980;2;CLINICO;44;ONCOLOGIA;98;0;98;0
202506;355030;6123740;2;CLINICO;44;ONCOLOGIA;219;0;219;0
202506;110020;6205224;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;120040;2002078;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;140010;969214;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;150550;2318652;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;240810;358304;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;250750;2399989;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;251620;3012611;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;260410;2428369;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;260790;2319454;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;270430;2006960;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;270430;5112583;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;280030;6003494;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;290570;2647036;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;290570;4390598;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;291920;3260801;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;292740;2875802;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;292740;3001814;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;292740;6558143;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;293135;2301296;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;310620;2695634;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;311940;7869223;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;312230;2159384;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;312610;9822054;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;312870;490814;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;314800;2726734;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;315180;2129566;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;315210;2206382;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;317020;3597156;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;320150;2448424;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;330390;3030415;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;330455;2273438;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;330630;9761322;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;350600;6894070;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;350750;7612990;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;351620;2081601;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;351870;9373306;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;352440;2026074;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;352590;2078066;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;352940;2690764;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;354340;2081164;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;354850;2081636;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;354850;3743500;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;354990;3042529;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;355030;2078406;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;355030;7644167;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;355220;605484;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;355220;2082101;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;355410;3468518;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;355620;5515483;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;410690;15962;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;410690;3005585;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;411370;7758391;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;411520;2972344;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;411520;4936515;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;420200;3119289;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;420240;3502619;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;420290;7710240;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;420460;284556;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;420540;3426572;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;420540;6680305;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;431240;2227959;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;431690;2244292;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;500270;6946194;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;500370;2371375;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;500620;5022118;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;510025;3913899;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;510760;9867635;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;510795;2472414;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;510840;2390868;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520540;4705556;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;697699;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;2337800;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;2339862;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;2518155;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;2518465;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;3546551;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;7306504;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;7744463;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;7975023;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;520870;9744665;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;530010;3018520;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;530010;3839206;2;CLINICO;44;ONCOLOGIA;1;0;0;1
202506;230440;2611686;2;CLINICO;44;ONCOLOGIA;2;0;1;1
202506;330390;2275635;2;CLINICO;44;ONCOLOGIA;2;0;1;1
202506;410420;13846;2;CLINICO;44;ONCOLOGIA;2;0;1;1
202506;420430;2303892;2;CLINICO;44;ONCOLOGIA;2;0;1;1
202506;430850;2228602;2;CLINICO;44;ONCOLOGIA;2;0;1;1
202506;313240;2208857;2;CLINICO;44;ONCOLOGIA;3;0;2;1
202506;352690;2081458;2;CLINICO;44;ONCOLOGIA;3;0;2;1
202506;410690;15334;2;CLINICO;44;ONCOLOGIA;3;0;2;1
202506;352590;2716801;2;CLINICO;44;ONCOLOGIA;4;0;3;1
202506;431800;2248298;2;CLINICO;44;ONCOLOGIA;4;0;3;1
202506;500270;9717;2;CLINICO;44;ONCOLOGIA;5;0;4;1
202506;293330;2407205;2;CLINICO;44;ONCOLOGIA;6;0;5;1
202506;314330;2149990;2;CLINICO;44;ONCOLOGIA;6;0;5;1
202506;410690;15245;2;CLINICO;44;ONCOLOGIA;6;0;5;1
202506;421360;2543044;2;CLINICO;44;ONCOLOGIA;7;0;6;1
202506;430610;2263858;2;CLINICO;44;ONCOLOGIA;7;0;6;1
202506;240810;8003629;2;CLINICO;44;ONCOLOGIA;8;0;7;1
202506;316720;2206528;2;CLINICO;44;ONCOLOGIA;8;0;7;1
202506;351840;2081512;2;CLINICO;44;ONCOLOGIA;9;0;8;1
202506;520110;2361787;2;CLINICO;44;ONCOLOGIA;10;0;9;1
202506;320320;2465833;2;CLINICO;44;ONCOLOGIA;11;0;10;1
202506;351620;2705982;2;CLINICO;44;ONCOLOGIA;11;0;10;1
202506;410150;2576341;2;CLINICO;44;ONCOLOGIA;11;0;10;1
202506;315250;2127989;2;CLINICO;44;ONCOLOGIA;12;0;11;1
202506;420890;2306336;2;CLINICO;44;ONCOLOGIA;15;0;14;1
202506;280030;2283;2;CLINICO;44;ONCOLOGIA;16;0;15;1
202506;510760;2396866;2;CLINICO;44;ONCOLOGIA;19;0;18;1
202506;317010;2165058;2;CLINICO;44;ONCOLOGIA;32;0;31;1
202506;172100;5144175;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;210005;2463067;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;230440;3047091;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;230440;3334473;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;230440;9066373;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;230765;3541428;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;250400;9524495;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;261110;2430118;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;270430;7708963;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;270430;9226702;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;280030;2275;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;314480;4585690;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;314790;6235352;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;315180;3582647;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;320500;3450198;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;330240;4249216;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;330420;2299216;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;330455;3357783;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;330455;4318595;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;330455;9837426;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;330630;6635148;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;351300;3101126;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;351620;2080753;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;352250;9997032;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;352710;3518949;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;352720;3557081;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;354340;2077973;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;354780;2080133;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;354880;2082330;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;354980;4376439;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;355030;4060105;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;355220;2708558;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;411460;4582144;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;411520;2587343;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;411990;5833418;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;420240;7612931;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;420460;5712068;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;500270;9784;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;500270;2599848;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;500830;2756978;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;520860;2507102;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;520870;2339706;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;520870;2339765;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;520870;2519275;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;530010;6243495;2;CLINICO;44;ONCOLOGIA;2;0;0;2
202506;240810;8004684;2;CLINICO;44;ONCOLOGIA;4;0;2;2
202506;520540;2337525;2;CLINICO;44;ONCOLOGIA;4;0;2;2
202506;172100;9393080;2;CLINICO;44;ONCOLOGIA;5;0;3;2
202506;330070;2278286;2;CLINICO;44;ONCOLOGIA;5;0;3;2
202506;330630;25186;2;CLINICO;44;ONCOLOGIA;6;0;4;2
202506;432240;2248190;2;CLINICO;44;ONCOLOGIA;6;0;4;2
202506;500830;2756951;2;CLINICO;44;ONCOLOGIA;6;0;4;2
202506;313670;2153114;2;CLINICO;44;ONCOLOGIA;7;0;5;2
202506;431830;2248204;2;CLINICO;44;ONCOLOGIA;7;0;5;2
202506;354340;2080400;2;CLINICO;44;ONCOLOGIA;8;0;6;2
202506;411850;17868;2;CLINICO;44;ONCOLOGIA;8;0;6;2
202506;220770;4009444;2;CLINICO;44;ONCOLOGIA;9;0;7;2
202506;310350;9681752;2;CLINICO;44;ONCOLOGIA;9;0;7;2
202506;315210;2111640;2;CLINICO;44;ONCOLOGIA;10;0;8;2
202506;350280;2078775;2;CLINICO;44;ONCOLOGIA;10;0;8;2
202506;312090;2148293;2;CLINICO;44;ONCOLOGIA;12;0;10;2
202506;312770;2118661;2;CLINICO;44;ONCOLOGIA;12;0;10;2
202506;410400;13633;2;CLINICO;44;ONCOLOGIA;12;0;10;2
202506;352440;2085194;2;CLINICO;44;ONCOLOGIA;13;0;11;2
202506;310160;2171945;2;CLINICO;44;ONCOLOGIA;15;0;13;2
202506;314330;2219646;2;CLINICO;44;ONCOLOGIA;16;0;14;2
202506;330100;2287447;2;CLINICO;44;ONCOLOGIA;16;0;14;2
202506;320120;2547821;2;CLINICO;44;ONCOLOGIA;17;0;15;2
202506;420900;2560771;2;CLINICO;44;ONCOLOGIA;27;0;25;2
202506;420820;2522691;2;CLINICO;44;ONCOLOGIA;36;0;34;2
202506;211130;6913652;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;230440;3001113;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;230440;3007898;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;250400;3006204;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;250400;5616212;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;260410;6228852;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;270430;5253381;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;292870;3042413;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;314390;2162377;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;320500;2547058;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;350950;2078678;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;353070;2081016;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;355030;2089238;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;355030;3027805;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;355030;6283993;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;411520;2586444;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;412550;3073300;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;520870;3727602;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;520870;3946207;2;CLINICO;44;ONCOLOGIA;3;0;0;3
202506;351110;2089327;2;CLINICO;44;ONCOLOGIA;5;0;2;3
202506;352900;5860490;2;CLINICO;44;ONCOLOGIA;5;0;2;3
202506;431720;2254611;2;CLINICO;44;ONCOLOGIA;5;0;2;3
202506;230440;2723220;2;CLINICO;44;ONCOLOGIA;7;0;4;3
202506;330240;2697041;2;CLINICO;44;ONCOLOGIA;9;0;6;3
202506;431680;2255936;2;CLINICO;44;ONCOLOGIA;10;0;7;3
202506;410690;15563;2;CLINICO;44;ONCOLOGIA;15;0;12;3
202506;330580;2292386;2;CLINICO;44;ONCOLOGIA;16;0;13;3
202506;431410;2246929;2;CLINICO;44;ONCOLOGIA;18;0;15;3
202506;430460;2232014;2;CLINICO;44;ONCOLOGIA;20;0;17;3
202506;291480;2772280;2;CLINICO;44;ONCOLOGIA;23;0;20;3
202506;150140;3656969;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;150140;9046720;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;240810;3171795;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;270430;2006472;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;270430;7499345;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;292740;3814378;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;314330;5376068;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;314800;2197014;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;320130;2494450;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;330455;6681573;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;350750;81825;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;351110;2070413;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;354850;2078740;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;355030;2082624;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;355030;3464555;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;355030;6212328;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;355030;6430120;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;355220;2078732;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;410690;3000869;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;431020;3506959;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;431710;3913392;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;520870;2339218;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;520870;2518406;2;CLINICO;44;ONCOLOGIA;4;0;0;4
202506;330220;2278855;2;CLINICO;44;ONCOLOGIA;15;0;11;4
202506;170950;7857047;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;221100;9101993;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;240810;2380382;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;261160;2352516;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;261160;2355906;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;290070;2519879;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;291800;2550555;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;292740;3827992;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;313670;3019063;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;314700;6456707;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;320520;3537943;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;330455;2271451;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;330455;5158044;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;330455;7065515;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;350900;7769105;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;354980;2097117;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;354990;6988938;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;355030;2077507;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;355030;2078635;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;355030;3701832;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;355030;7390157;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;411520;9365230;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;420540;3163113;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;430510;2223597;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;431490;2237598;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;500270;3984338;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;520870;2518457;2;CLINICO;44;ONCOLOGIA;5;0;0;5
202506;316250;2161354;2;CLINICO;44;ONCOLOGIA;10;0;5;5
202506;430210;2241021;2;CLINICO;44;ONCOLOGIA;10;0;5;5
202506;410690;3075516;2;CLINICO;44;ONCOLOGIA;12;0;7;5
202506;421870;2491710;2;CLINICO;44;ONCOLOGIA;15;0;10;5
202506;510340;2534444;2;CLINICO;44;ONCOLOGIA;25;0;20;5
202506;521880;2814218;2;CLINICO;44;ONCOLOGIA;25;0;20;5
202506;410830;2591049;2;CLINICO;44;ONCOLOGIA;26;0;21;5
202506;411520;2586169;2;CLINICO;44;ONCOLOGIA;27;0;22;5
202506;250400;745804;2;CLINICO;44;ONCOLOGIA;30;0;25;5
202506;240810;2654016;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;261160;2517132;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;261160;6962831;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;310620;7166966;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;330455;2297833;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;330455;7317530;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;330455;7474059;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;350280;3366219;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;350950;2079666;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;353470;2084201;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;420200;3718395;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;430610;2263823;2;CLINICO;44;ONCOLOGIA;6;0;0;6
202506;520870;2519208;2;CLINICO;44;ONCOLOGIA;7;0;1;6
202506;520110;5665221;2;CLINICO;44;ONCOLOGIA;10;0;4;6
202506;520870;2506815;2;CLINICO;44;ONCOLOGIA;23;0;17;6
202506;211130;2697696;2;CLINICO;44;ONCOLOGIA;46;0;40;6
202506;431340;533696;2;CLINICO;44;ONCOLOGIA;7;0;0;7
202506;240810;2656930;2;CLINICO;44;ONCOLOGIA;15;0;8;7
202506;411990;2686953;2;CLINICO;44;ONCOLOGIA;20;0;13;7
202506;330100;2287285;2;CLINICO;44;ONCOLOGIA;22;0;15;7
202506;150140;2332809;2;CLINICO;44;ONCOLOGIA;8;0;0;8
202506;230440;2415631;2;CLINICO;44;ONCOLOGIA;8;0;0;8
202506;250750;7870930;2;CLINICO;44;ONCOLOGIA;8;0;0;8
202506;270430;2006219;2;CLINICO;44;ONCOLOGIA;8;0;0;8
202506;310620;6575560;2;CLINICO;44;ONCOLOGIA;8;0;0;8
202506;352690;2825309;2;CLINICO;44;ONCOLOGIA;8;0;0;8
