competen;codufmun;cnes;tp_leito;DS_TP_LEITO;co_leito;DS_CO_LEITO;qt_exist;qt_contr;qt_sus;qt_nsus
202506;530010;5796423;2;CLINICO;32;CARDIOLOGIA;1;0;0;1
202506;530010;7978642;2;CLINICO;32;CARDIOLOGIA;1;0;0;1
202506;530010;9495509;2;CLINICO;32;CARDIOLOGIA;1;0;0;1
202506;220800;2766876;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;260600;2639009;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;290840;2649764;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;312770;2118858;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;330070;2278286;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;410550;2735989;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;411210;5240085;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;420480;2302101;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;421580;2521792;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;430755;2249626;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;431010;2227665;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;431330;2241161;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;431790;2250829;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;500830;2756951;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;510700;2397684;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;520110;2361787;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;520540;2337525;2;CLINICO;32;CARDIOLOGIA;2;0;1;1
202506;170210;2755165;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;270630;2010631;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;311770;2760827;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;320020;2447886;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;330620;2273756;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;350550;2092611;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;351740;2078414;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;410420;5603145;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;430850;2228602;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;430960;7607547;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;431800;2248298;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;520140;2589605;2;CLINICO;32;CARDIOLOGIA;3;0;2;1
202506;120040;2002078;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;220770;4009444;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;240810;8003629;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;316860;2208172;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;317130;2099438;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;330100;2298317;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;420900;2560771;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;430460;2232014;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;431680;2254964;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;431680;2255936;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;500370;2371375;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;520870;2517949;2;CLINICO;32;CARDIOLOGIA;4;0;3;1
202506;313670;2153114;2;CLINICO;32;CARDIOLOGIA;5;0;4;1
202506;352690;2081458;2;CLINICO;32;CARDIOLOGIA;6;0;5;1
202506;313240;2208857;2;CLINICO;32;CARDIOLOGIA;7;0;6;1
202506;315210;2111640;2;CLINICO;32;CARDIOLOGIA;7;0;6;1
202506;330060;2696940;2;CLINICO;32;CARDIOLOGIA;7;0;6;1
202506;411180;2783800;2;CLINICO;32;CARDIOLOGIA;7;0;6;1
202506;421010;2379333;2;CLINICO;32;CARDIOLOGIA;7;0;6;1
202506;430300;2266474;2;CLINICO;32;CARDIOLOGIA;7;0;6;1
202506;520540;2337576;2;CLINICO;32;CARDIOLOGIA;7;0;6;1
202506;412820;2568349;2;CLINICO;32;CARDIOLOGIA;8;0;7;1
202506;421480;2568713;2;CLINICO;32;CARDIOLOGIA;8;0;7;1
202506;293330;2487756;2;CLINICO;32;CARDIOLOGIA;10;0;9;1
202506;420890;2306336;2;CLINICO;32;CARDIOLOGIA;12;0;11;1
202506;310490;2761106;2;CLINICO;32;CARDIOLOGIA;13;0;12;1
202506;420820;2522691;2;CLINICO;32;CARDIOLOGIA;28;0;27;1
202506;410420;13846;2;CLINICO;32;CARDIOLOGIA;51;0;50;1
202506;410150;2576341;2;CLINICO;32;CARDIOLOGIA;56;0;55;1
202506;510340;2659107;2;CLINICO;32;CARDIOLOGIA;58;0;57;1
202506;110020;6740804;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;120040;9419926;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;140010;860638;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;150140;3106225;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;150140;5346630;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;150215;5874645;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;210005;2463059;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;210530;2456613;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;221100;2726998;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;221100;2819899;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;230440;3047091;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;230765;3541428;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;240810;358304;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;250400;9524495;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;250750;2400065;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;261110;2430118;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;261160;5396670;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;261220;2713497;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;261410;2634309;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;270430;5112583;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;270430;5253381;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;290750;5136385;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;291360;3906787;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;292740;4287835;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;292740;6558143;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;293135;2301296;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;310400;2164612;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;312230;2159384;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;313420;2121387;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;314800;2726734;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;314810;5406978;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;315700;2220482;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;317010;3435075;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;317020;3597156;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;320090;2680513;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;320130;3340503;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;320490;7914075;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;320530;3188213;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;330020;3988732;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;330455;2297833;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;330455;3471314;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;330455;9837426;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;330630;9761322;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;350750;7612990;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;350900;6817203;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;350950;2022648;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;350950;2078465;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;351620;2081601;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;351870;9373306;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;351880;4813308;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;352710;3518949;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;352900;9377255;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;352940;2690764;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;353070;2081016;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;353800;7755333;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;354880;4051297;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;354890;962589;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;354980;4376439;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;355030;3585409;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;355030;4060105;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;355030;7644167;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;355220;2708558;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;410690;3000869;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;411370;6074502;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;411520;2587343;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;411520;9365230;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;411990;3658287;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;412770;4056752;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;420460;5712068;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;421660;9671145;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;430610;2263823;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;431750;7151888;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;500370;3074889;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;510180;2395908;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;510410;3191737;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;510760;9867635;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;510795;2472414;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;520110;2442094;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;520540;2337517;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;520620;6829228;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;520800;2535432;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;520860;2507102;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;520870;2338181;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;520870;2518406;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;521770;2519526;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;521850;2340585;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;522185;2570300;2;CLINICO;32;CARDIOLOGIA;2;0;0;2
202506;330390;2275635;2;CLINICO;32;CARDIOLOGIA;3;0;1;2
202506;412820;2568373;2;CLINICO;32;CARDIOLOGIA;3;0;1;2
202506;314760;2764806;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;352410;2751704;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;354070;2082322;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;411850;17884;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;430920;2232049;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;432240;2248190;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;432250;2241048;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;520870;2337800;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;520870;2338173;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;521450;2442019;2;CLINICO;32;CARDIOLOGIA;4;0;2;2
202506;291360;2802112;2;CLINICO;32;CARDIOLOGIA;5;0;3;2
202506;320320;2465833;2;CLINICO;32;CARDIOLOGIA;6;0;4;2
202506;353460;2082586;2;CLINICO;32;CARDIOLOGIA;6;0;4;2
202506;410690;3075516;2;CLINICO;32;CARDIOLOGIA;6;0;4;2
202506;251620;2315149;2;CLINICO;32;CARDIOLOGIA;7;0;5;2
202506;520860;7577168;2;CLINICO;32;CARDIOLOGIA;7;0;5;2
202506;261110;9569723;2;CLINICO;32;CARDIOLOGIA;8;0;6;2
202506;510562;2395266;2;CLINICO;32;CARDIOLOGIA;8;0;6;2
202506;355220;2765942;2;CLINICO;32;CARDIOLOGIA;10;0;8;2
202506;431830;2248204;2;CLINICO;32;CARDIOLOGIA;10;0;8;2
202506;314330;2149990;2;CLINICO;32;CARDIOLOGIA;12;0;10;2
202506;355500;2080664;2;CLINICO;32;CARDIOLOGIA;14;0;12;2
202506;410430;14125;2;CLINICO;32;CARDIOLOGIA;14;0;12;2
202506;310350;9681752;2;CLINICO;32;CARDIOLOGIA;15;0;13;2
202506;320120;2547821;2;CLINICO;32;CARDIOLOGIA;17;0;15;2
202506;351620;2705982;2;CLINICO;32;CARDIOLOGIA;17;0;15;2
202506;314330;2219638;2;CLINICO;32;CARDIOLOGIA;18;0;16;2
202506;316470;2146525;2;CLINICO;32;CARDIOLOGIA;18;0;16;2
202506;510760;2396866;2;CLINICO;32;CARDIOLOGIA;22;0;20;2
202506;231290;2425300;2;CLINICO;32;CARDIOLOGIA;25;0;23;2
202506;270430;136581;2;CLINICO;32;CARDIOLOGIA;25;0;23;2
202506;270430;2006448;2;CLINICO;32;CARDIOLOGIA;27;0;25;2
202506;230190;4010868;2;CLINICO;32;CARDIOLOGIA;32;0;30;2
202506;150140;904597;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;211130;6913652;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;230640;3345866;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;231180;2328011;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;250400;5616212;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;250750;3056724;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;260410;966355;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;260410;2428369;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;260960;3015920;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;270430;2006472;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;290320;2517752;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;313670;7368348;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;320500;2547058;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;320520;3421597;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;330455;2270692;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;330455;2273357;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;330455;3357783;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;330510;3130339;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;350750;81825;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;350950;2078678;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;354340;2077973;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;354980;2097117;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;355620;5515483;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;411370;7758391;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;411520;2586444;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;431690;7093322;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;500330;7303068;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;520870;2339862;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;520870;2518457;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;520870;7744463;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;521308;3541037;2;CLINICO;32;CARDIOLOGIA;3;0;0;3
202506;240810;2656930;2;CLINICO;32;CARDIOLOGIA;4;0;1;3
202506;291072;2507455;2;CLINICO;32;CARDIOLOGIA;4;0;1;3
202506;431720;2254611;2;CLINICO;32;CARDIOLOGIA;4;0;1;3
202506;230440;2527057;2;CLINICO;32;CARDIOLOGIA;5;0;2;3
202506;411840;2754738;2;CLINICO;32;CARDIOLOGIA;5;0;2;3
202506;172100;7373120;2;CLINICO;32;CARDIOLOGIA;6;0;3;3
202506;355030;2077469;2;CLINICO;32;CARDIOLOGIA;7;0;4;3
202506;351110;2089327;2;CLINICO;32;CARDIOLOGIA;8;0;5;3
202506;420430;2303892;2;CLINICO;32;CARDIOLOGIA;8;0;5;3
202506;350280;2078775;2;CLINICO;32;CARDIOLOGIA;10;0;7;3
202506;352900;2083116;2;CLINICO;32;CARDIOLOGIA;10;0;7;3
202506;314330;2219646;2;CLINICO;32;CARDIOLOGIA;13;0;10;3
202506;354340;2080400;2;CLINICO;32;CARDIOLOGIA;13;0;10;3
202506;315250;2127989;2;CLINICO;32;CARDIOLOGIA;14;0;11;3
202506;330220;2278855;2;CLINICO;32;CARDIOLOGIA;15;0;12;3
202506;314790;2775999;2;CLINICO;32;CARDIOLOGIA;20;0;17;3
202506;354340;2084414;2;CLINICO;32;CARDIOLOGIA;21;0;18;3
202506;314390;4042107;2;CLINICO;32;CARDIOLOGIA;34;0;31;3
202506;250750;5654319;2;CLINICO;32;CARDIOLOGIA;36;0;33;3
202506;500270;9717;2;CLINICO;32;CARDIOLOGIA;44;0;41;3
202506;130260;2018004;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;150140;7453124;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;210530;2531348;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;221100;4044800;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;221100;9101993;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;250400;3006204;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;261160;2517132;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;270030;4584171;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;270430;9226702;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;291920;3260801;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;292740;3808;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;292740;2875802;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;320320;3417166;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;320470;9040838;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330070;5691710;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330200;7436734;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330330;3296806;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330330;3594432;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330420;2299216;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330455;3333868;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330455;3521133;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330455;4176030;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330455;6681573;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;330455;7605935;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;351110;2070413;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;352720;3557081;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;354880;940402;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;355030;2078406;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;355030;2082624;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;355030;2089238;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;355030;3464555;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;411520;2972344;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;412550;3073300;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;420200;3718395;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;420460;284556;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;420910;2521431;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;431240;2227959;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;500270;9081496;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;500830;2756978;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;520870;2339706;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;520870;2339765;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;521880;2340704;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;530010;49867;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;530010;3018520;2;CLINICO;32;CARDIOLOGIA;4;0;0;4
202506;221100;2323281;2;CLINICO;32;CARDIOLOGIA;6;0;2;4
202506;310350;2146088;2;CLINICO;32;CARDIOLOGIA;6;0;2;4
202506;410480;2738309;2;CLINICO;32;CARDIOLOGIA;6;0;2;4
202506;311830;2098326;2;CLINICO;32;CARDIOLOGIA;7;0;3;4
202506;354850;2025752;2;CLINICO;32;CARDIOLOGIA;10;0;6;4
202506;411990;2686953;2;CLINICO;32;CARDIOLOGIA;10;0;6;4
202506;412810;7845138;2;CLINICO;32;CARDIOLOGIA;11;0;7;4
202506;431440;2253054;2;CLINICO;32;CARDIOLOGIA;14;0;10;4
202506;411850;17868;2;CLINICO;32;CARDIOLOGIA;15;0;11;4
202506;316720;2206528;2;CLINICO;32;CARDIOLOGIA;16;0;12;4
202506;410830;2591049;2;CLINICO;32;CARDIOLOGIA;17;0;13;4
202506;421870;2491710;2;CLINICO;32;CARDIOLOGIA;17;0;13;4
202506;431140;2252287;2;CLINICO;32;CARDIOLOGIA;19;0;15;4
202506;313670;2221772;2;CLINICO;32;CARDIOLOGIA;20;0;16;4
202506;421950;2411393;2;CLINICO;32;CARDIOLOGIA;27;0;23;4
202506;411990;2686791;2;CLINICO;32;CARDIOLOGIA;36;0;32;4
202506;520870;2339234;2;CLINICO;32;CARDIOLOGIA;50;0;46;4
202506;355030;2088495;2;CLINICO;32;CARDIOLOGIA;107;0;103;4
202506;110020;2515369;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;230440;2415631;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;261160;2352516;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;261160;6230407;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;261160;9671013;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;280030;6003494;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;292740;3001814;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;292740;3814378;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;292870;3042413;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;315180;2208903;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;320320;678627;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;330040;5829593;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;330100;2287285;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;330285;2283832;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;330330;484644;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;330455;2271451;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;330455;7659415;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;350570;3272591;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;351620;2080753;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;351880;4451562;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;351880;4732790;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;352250;9997032;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;352590;2078066;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;354990;3042529;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;355030;2077604;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;355030;2078635;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;355030;2080818;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;355030;3701832;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;355030;7390157;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;355250;7849184;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;410690;3000885;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;410690;3005593;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;420200;3119289;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;430510;2223597;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;431340;533696;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;500370;2371324;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;520870;2337754;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;520870;2519275;2;CLINICO;32;CARDIOLOGIA;5;0;0;5
202506;410690;15563;2;CLINICO;32;CARDIOLOGIA;8;0;3;5
202506;430210;2241021;2;CLINICO;32;CARDIOLOGIA;9;0;4;5
202506;170210;7998864;2;CLINICO;32;CARDIOLOGIA;10;0;5;5
202506;172100;9393080;2;CLINICO;32;CARDIOLOGIA;10;0;5;5
202506;420930;2504316;2;CLINICO;32;CARDIOLOGIA;15;0;10;5
202506;250400;745804;2;CLINICO;32;CARDIOLOGIA;20;0;15;5
202506;410400;13633;2;CLINICO;32;CARDIOLOGIA;50;0;45;5
202506;110015;2516276;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;150140;3656969;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;230440;3001113;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;240810;2654016;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;250750;7870930;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;261160;2355906;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;261160;6962831;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;313670;3013588;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;330390;3030415;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;330455;6043941;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;330455;9567933;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;330630;6635148;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;350400;2024624;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;350950;2079666;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
202506;351300;3101126;2;CLINICO;32;CARDIOLOGIA;6;0;0;6
